"","WT.16wk.7","WT.16wk.6","WT.16wk.2","YI.6wk.4","YI.6wk.2","YI.6wk.3","YI.6wk.1"
"ENSG00000000003",9.71811630056757,9.98367304520082,9.75475790202268,10.119335615888,9.62956057589439,9.93815236236279,9.61883397638776
"ENSG00000000005",7.90991531061335,7.95218798300522,8.31797143158758,5.62147163923296,6.51647160589916,5.36046950671293,6.57129611770692
"ENSG00000000419",7.77838687197868,7.82414672261976,8.00484329564391,7.7684218294893,7.78905721284785,7.58793730606216,7.85646629660277
"ENSG00000000457",9.22583724280166,9.12752975353482,9.20353711333774,9.09700211442712,9.18827428793732,9.12192606403863,9.348336631083
"ENSG00000000460",5.85504610748861,5.79424814558017,5.60495776304636,6.72108226610181,7.26212786318013,6.15269540881445,6.9952589239558
"ENSG00000000938",9.47679802080598,9.22294205956224,9.43608667186387,8.73820515834242,8.77327541104512,9.45625673667535,8.92492181100374
"ENSG00000001036",11.3556659091002,11.3156094673048,11.6624814711029,10.2041131572081,10.7731595407832,11.2639086804648,10.8155796671722
"ENSG00000001084",11.6601278000698,11.8566096794546,11.5513645270475,11.434736433452,11.0760972165613,11.3136019696773,11.0869750377692
"ENSG00000001167",7.37207101018687,7.45904606078758,6.83100544007448,7.68634883902524,7.56775151699367,7.26975750683391,7.53783398448265
"ENSG00000001497",6.01942737473798,6.47499566645683,6.30064359301942,6.00679473406717,6.06106633822856,5.88558278093542,5.86118738908071
"ENSG00000001561",7.68352860913502,7.34490473270614,7.33557861349876,7.25478454052049,7.44685788461151,7.47870701257707,7.73276800973178
"ENSG00000001617",8.19178062731303,7.97429478863066,8.03190870494205,8.00687543131505,7.72550585037701,8.19280469258466,7.84245213995717
"ENSG00000001626",10.8019529128847,10.275024715823,11.4705801754104,10.8857159571566,10.5961501567218,10.6010409369989,10.6524638880919
"ENSG00000001629",8.97429942485715,8.89525868575103,9.01565480473426,8.88033175986477,9.20933422420749,9.0473788257522,9.20235195870707
"ENSG00000001630",9.80919420067356,10.1262394898003,9.35267402886477,10.9941629494217,10.8301646238268,10.3192695528974,10.9367780142699
"ENSG00000002016",6.50484106150524,6.22137621515535,6.48429614496644,6.54598709726734,6.75157698497116,6.32488111767315,6.80603482912127
"ENSG00000002586",9.57444631079458,9.69175654635871,9.65383227798004,9.36003862604057,9.49310679906627,9.48478561777144,9.48991563409744
"ENSG00000002587",6.20650733380319,5.98052269526864,5.93821544951559,6.56141792555094,5.76490421385484,6.19277400094032,6.16130681191323
"ENSG00000002726",13.6426722354491,13.7793433928929,13.3586433205167,12.8146587726148,12.7805762008873,13.1708785526912,12.7825469495968
"ENSG00000002745",1.58297223428682,0,0.980284928432738,1.5895677209228,0.96580050310476,1.001495956843,2.72265992495688
"ENSG00000002746",5.52064051400711,5.42845046245315,5.8189715787173,5.98407294964005,5.88611025724302,5.3952366597262,6.40961677067459
"ENSG00000002822",8.26848627248028,7.88958736761224,8.11018555887185,8.45396582525682,8.64174624946328,8.31131997066081,8.68294170654452
"ENSG00000002834",9.51074525535733,9.80401703563495,9.81520855872065,9.49674071282833,9.63129552469936,9.66298256399016,9.65135170390081
"ENSG00000002919",8.27314761864121,8.20212548265348,8.3091483340666,8.20163568245079,8.27528467051688,8.18288915316483,8.37752514206711
"ENSG00000003056",8.65879904906772,8.71006206458176,8.71193415891378,8.48666330521586,8.73828378290328,8.55757127090414,8.77066064634107
